"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015003969873",18280,5354434,"PZ1.T3445PS648.S3;","taggedsf",,,"Garden City, N.Y.|Doubleday|1979.",1979,,"nyu",,"Science fiction, American|Detective and mystery stories, American","Fiction","The 13 crimes of science fiction"
"pst.000019717371",7057839,959911,"PZ1.E49CoPS648.S3","taggedsf","Elwood, Roger,",,"New York|Putnam|1974-",0,1974,"xxu","v.1","Science fiction, American","NotFiction","Continuum."
"pst.000005477456",7491078,123244794,"PZ4.W33885Em 3PR6073.A863","fuzzymatch","Watson, Ian,","1943-","New York|Scribner|c1973].",1973,,"xx ",,,"NotFiction","The embedding."
"uc1.32106007982744",7116423,6626526,,"taggedsf","Card, Orson Scott.",,"New York|Dial Press|c1980.",1981,,"nyu",,"Science fiction, American","Fiction","Unaccompanied sonata & other stories"
"mdp.39015001117038",280392,7223482,"PS648.S3A55","taggedsf",,,"New York|Dial Press|Davis Publications|c1980-c1981.",1980,,"nyu",,"Science fiction, American","NotFiction","Analog's Golden anniversary anthology"
"pst.000031216432",12257048,16106792,"PS3556.A972D42 1987","taggedsf","Faust, Joe Clifford.",,"New York, NY|Ballantine Books|c1987.",1987,,"xxu",,"Science fiction, American","NotFiction","A death of honor"
"uc1.b4463156",9519085,5497422,,"fuzzymatch","Knight, Damon,","1922-2002","New York|Berkley Pub. : distributed by Putnam|c1980.",1980,,"nyu",,,"Fiction","The world and Thorinn"
"mdp.49015002156868",4481558,441868284,"PZ1.R5PS648.S3","taggedsf",,,"New York|New American Library|c19<79-c1982 >",0,1982,"nyu","v.3","Fredrica Bartz Modern Fiction Collection|Science fiction, English|Science fiction, American","Fiction","The Road to science fiction"
"uc1.b4384819",9512182,10430208,,"oclcid","Leinster, Murray,","1896-","New York, N.Y.|Crown Publishers|1984], c1954.",1984,,"   ",,,"NotFiction","The forgotten planet"
"mdp.39015049862702",291926,10045397,"PR9619.3.K454B4 1984","oclcid","Kelleher, Victor,","1939-","St. Lucia|University of Queensland Press|Lawrence, Mass.|Distributed in the U.S.A. and Canada by Technical Impex Corp.|c1984.",1984,,"at ",,,"Fiction","The beast of heaven"
"mdp.39015009060362",241555,9965060,,"fuzzymatch","Silverberg, Robert.",,"New York|Arbor House|c1983.",1983,,"nyu",,,"Fiction","Valentine Pontifex"
"mdp.49015000582263",4440347,507524737,"PS648.F3M46 1989","taggedsf",,,"Freedom, Calif.|Crossing Press|c1989.",1989,,"cau",,"Women authors|Fiction|20th century|Women|Science fiction, American|American fiction|Fantasy fiction, American","Fiction","Memories and visions : | women's fantasy & science fiction"
"uc1.b4350593",9507501,18876119,,"oclcid","Park, Paul,","1954-","New York|Morrow|c1989.",1989,,"nyu",,,"Fiction","Sugar rain"
"uc1.32106006936592",7103329,11841432,,"oclcid","Milán, Victor.",,"New York|Arbor House|c1985.",1985,,"nyu",,,"Fiction","The cybernetic samurai"
"mdp.39015047655975",1816191,51855068,,"fuzzymatch","Gear, W. Michael.",,"New York|DAW Books|c1988.",1988,,"nyu",,,"Fiction","The warriors of Spider"
"mdp.39015002661174",726057,6378191,"PZ4.D553InPS3554.I328;","taggedsf","Dickson, Gordon R.",,"Garden City, N.Y.|Doubleday|1980.",1980,,"nyu",,"Science fiction, American","Fiction","In iron years"
"uc1.b3459537",6303556,11676814,"PS3554.I328D5 1984","taggedsf","Dickson, Gordon R.",,"Cambridge, MA|NESFA Press|1984.",1984,,"mau",,"Science fiction, American","Fiction","Dickson!"
"mdp.39015031589800",920390,15304495,,"fuzzymatch","Lackey, Mercedes",,"New York|Daw Books, Inc.|c1987.",1987,,"nyu",,,"Fiction","Arrows of the queen"
"pst.000017857178",7056026,19901110,,"fuzzymatch","Bujold, Lois McMaster.",,"New York|Guild America Books|1990, c1989.",1989,,"xx ",,,"NotFiction","Vorkosigan's game"
"pst.000009082793",7055950,8410390,"PS648.S3S4 1982","taggedsf",,,"New York|Bonanza Books|Distributed by Crown|1982.",1982,,"xx ",,"Science fiction, English|Science fiction, American","NotFiction","The deadly sins and cardinal virtues of science fiction"
"uc1.32106006848292",6965612,11372551,,"oclcid","Smith, Evelyn E.",,"Garden City, N.Y.|Doubleday|1985.",1985,,"nyu",,,"Fiction","Copy shop"
"pst.000026021102",9814180,12121326,"PS3552.E542A65 1984b","fuzzymatch","Benford, Gregory,","1941-","New York|Timescape Books|Distributed by Simon and Schuster|c1984.",1984,,"xxu",,,"NotFiction","Across the sea of suns"
"inu.39000000213053",7593903,20168832,"PS648.S3N43 1989","taggedsf",,,"New York|Wynwood Press|c1989-",0,1989,"nyu","v.1","Science fiction, American","Fiction","The New Hugo winners : | award-winning science fiction stories"
"mdp.39015058012215",3619307,19885079,,"fuzzymatch","Adams, Douglas,","1952-2001.","New York|Simon and Schuster|c1988.",1988,,"nyu",,,"Fiction","The long dark tea-time of the soul"
"mdp.49015000671074",4449322,13123102,"PS3553.A812S73 1986","oclcid","Cassutt, Michael.",,"Garden City, N.Y.|Doubleday|1986.",1986,,"nyu",,,"Fiction","The star country"
"uc1.b4355176",6224453,9413294,"PS3566.R587T7 1983","fuzzymatch","Prochnau, William W.,","1937-","New York|Putnam|c1983.",1983,,"nyu",,,"Fiction","Trinity's child"
"mdp.39015003498436",764340,5941112,"PZ1.M2732PS648.F3","taggedsf",,,"Garden City, N.Y.|Doubleday|1980.",1980,,"nyu",,"Science fiction, American|Fantasy fiction, American","Fiction","The Magazine of fantasy and science fiction : | a 30-year retrospective"
"uc1.32106007983098",7118730,9853241,,"fuzzymatch","Herbert, Frank.",,"New York|Putnam|c1984.",1984,,"nyu",,"Dune (Imaginary place)|Fiction","Fiction","Heretics of Dune"
"uc1.32106007713453",2471077,14967355,"PG7158.L39F5313 1987","oclcid","Lem, Stanisław.",,"San Diego|Harcourt Brace Jovanovich|c1987.",1987,,"cau",,,"Fiction","Fiasco"
"mdp.39015046831189",115594,9555371,"PS3551.S5R6 1983","fuzzymatch","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|1983.",1983,,"nyu",,,"Fiction","The robots of dawn"
"mdp.39015027254435",470679,11866009,"PS3572.O5G3 1985","oclcid","Vonnegut, Kurt.",,"New York, N.Y.|Delacorte Press/Seymour Lawrence|c1985.",1985,,"nyu",,,"Fiction","Galápagos : | a novel"
"pst.000014156960",7039843,15536468,,"oclcid",,,"New York, NY|Kensington Pub.|1987.",1987,,"xx ",,,"NotFiction|Science fiction","The Fifth Omni book of science fiction"
"pst.000021946516",7497988,24648038,,"taggedsf","Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990, c1987.",1987,,"xx ","v.2","Science fiction, American","NotFiction","We can remember it for you wholesale"
"mdp.39015003900720",182548,7177024,"PG7158.L39A24","taggedsf","Lem, Stanisław.",,"New York|Continuum|1981.",1981,,"nyu",,"Translations into English|Science fiction, Polish","Fiction","The cosmic carnival of Stanisław Lem : | an anthology of entertaining stories by the modern master of science fiction"
"inu.30000036960361",9398208,22656306,,"fuzzymatch","Banks, Iain,","1954-","New York, N.Y.|HarperPaperbacks|c1989.",1989,,"nyu",,,"Fiction","The player of games"
"uc1.b4449565",9518131,10605394,,"oclcid","Attanasio, A. A.",,"New York|Morrow|1984.",1984,,"nyu",,,"Fiction","In other worlds"
"umn.31951000689531j",7473753,11097504,,"taggedsf",,,"Buffalo, N.Y.|Prometheus Books|1984.",1984,,"nyu",,"Science fiction|Literature|Philosophy","Fiction","Philosophy and science fiction"
"pst.000033669274",5817517,8495122,"PS3556.O756N6 1982","fuzzymatch","Foster, Alan Dean,","1946-","New York|Ballantine|1982.",1982,,"xxu","F682nor 1982",,"NotFiction|Science fiction","Nor crystal tears"
"mdp.39015008864673",204375,18762694,,"fuzzymatch","Van Vogt, A. E. (Alfred Elton),","1912-2000.","New York|Pocket Books|1983, c1956.",1983,,"nyu",,,"Fiction","Empire of the atom"
"mdp.39015007068235",190109,8473906,"PS3551.S5F6 1982","fuzzymatch","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday & Company, Inc.|1982.",1982,,"nyu",,,"Fiction|Autographs (Provenance)|Publishers' advertisements","Foundation's edge"
"mdp.39015056459400",3516326,10647801,"PS648.S3K56 1984","taggedsf",,,"Boston, Mass.|Alyson Publications|c1984.",1984,,"mau",,"Fiction|Gays' writings, American|Lesbians|Science fiction, American|Gay men","Fiction","Kindred spirits : | an anthology of gay and lesbian science fiction stories"
"pst.000021689604",7067521,36641108,,"oclcid","Hogan, James P.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,,"xxu",,,"NotFiction","The Minervan experiment"
"mdp.39015022283579",2532769,16470450,"PS3566.O36N37 1988","oclcid","Pohl, Frederik.",,"New York|Ballantine Books|1988.",1988,,"nyu",,,"Fiction","Narabedla Ltd."
"pst.000031216067",7067297,31161912,,"taggedsf","Farmer, Philip José.",,"New York|Crown Publishers|c1984.",1984,,"xxu",,"Science fiction, American","NotFiction","The classic Philip José Farmer, 1952-1964"
"mdp.39015056875126",3852090,9533250,"PS3568.A4964S95 1983","taggedsf","Randall, Marta.",,"New York|Timescape Books|Distributed by Simon and Schuster|c1983.",1983,,"nyu",,"Science fiction","Fiction","The sword of winter"
"mdp.39015046841915",3981049,38527796,"PS3552.E796P78 1998","oclcid","Bester, Alfred.",,"New York|Vintage Books|1998.",1998,,"nyu",,,"Fiction","Psycho shop"
"mdp.39015063166436",5208958,51385402,,"taggedsf",,,"Farmingdale, NY|Padwolf Pub.|1998-",0,1998,"nyu","v.1","Detective and mystery stories, American|Fantasy fiction, American|Science fiction, American","Mixed","The Best of pirate writings : | tales of fantasy, mystery & science fiction"
"uc1.32106013034282",7132453,25065511,,"taggedsf","Greenland, Colin,","1954-","New York|Avon Books|1992, c1990",1990,,"nyu",,"Science fiction, English","Fiction","Take back plenty"
"mdp.39015042474877",3493872,41060020,,"oclcid","Vance, Jack,","1916-","Garden City, NY|SFBC|1998.",1998,,"nyu",,,"Science fiction|Fiction","The complete dying earth"
"mdp.39015034223597",2980716,31934573,"PS3558.A4215C48 1995","fuzzymatch","Hambly, Barbara.",,"New York|Bantam|1995.",1995,,"nyu",,"Fiction|Skywalker, Luke (Fictitious character)|Solo, Han (Fictitious character)|Leia, Princess (Fictitious character)","Science fiction|Fiction","Children of the Jedi"
"uc1.32106015190207",7132432,31616244,,"fuzzymatch","Tepper, Sheri S",,"New York|Bantam Books|1994, c1993",1994,,"nyu",,,"Fiction","A plague of angels"
"mdp.39015061386812",4928622,26848072,,"taggedsf",,,"Harrisonville, Mo.|ESA Publications|1991-",0,1991,"mou","v.1","Fantasy tales, American|Horror tales, American|Middle West|Science fiction, American","Short stories","Best of the Midwest's science fiction, fantasy & horror"
"mdp.39015054262236",3603895,38901577,"PS648.H6D66 1998","taggedsf",,,"Garden City, NY|Doubleday Direct|c1998.",1998,,"nyu",,"Fiction|Horror tales, American|Fantasy fiction, American|Taboo|Science fiction, American","Fiction","Don't open this book!"
"uc1.32106012733827",7132699,21194856,"PS3570.I66A6 1990","taggedsf","Tiptree, James",,"Sauk City, WI|Arkham House|c1990",1990,,"wiu",,"Science fiction, American","Fiction","Her smoke rose up forever : | the great years of James Tiptree, Jr."
"uc1.32106018321726",7136836,36133306,"PS3558.A371F58 1997","fuzzymatch","Haldeman, Joe W",,"New York|Ace Books|1997",1997,,"nyu",,"Fiction|Imaginary wars and battles","Fiction|War stories|Science fiction|Psychological fiction","Forever peace"
"pst.000033218632",7497072,38830287,,"oclcid","Martin, S. R.,","1956-","Gosford [N.S.W.|Scholastic Press|1998.",1998,,"xx ",1998,"Fantasy fiction, Australian","NotFiction","Tankworld"
"mdp.49015002164094",4515591,21334927,"PS3551.S5A6 1990","taggedsf","Asimov, Isaac,","1920-1992.","New York|Doubleday|c1990-<c1992 >",0,1990,"nyu","v.2","Science fiction, American","Fiction","The complete stories"
"mdp.39015024891734",2508408,21410058,"PS3563.A255P44 1990","oclcid","McCaffrey, Anne.",,"New York, N.Y.|Ballantine Books|1990.",1990,,"nyu",,,"Science fiction|Fiction","Pegasus in flight"
"mdp.39015034422751",2999327,31436342,"PS648.S3W643 1995","taggedsf",,,"San Diego|Harcourt Brace|c1995.",1995,,"cau",,"Women|Women authors|American fiction|Science fiction, American|20th century|Social life and customs|Fiction","Bibliographies|Fiction","Women of wonder : | the contemporary years : science fiction by women from the 1970s to the 1990s"
"mdp.39015053764299",3591024,21448140,"PS3563.A255R6 1990","oclcid","McCaffrey, Anne.",,"New York|Ace/Putnam|c1990.",1990,,"nyu",,,"Fiction","The Rowan"
"mdp.39015069971276",5632768,22143548,"PS3573.I45563S76 1990","fuzzymatch","Williams, Tad.",,"New York|DAW Books|Distributed by Penguin U.S.A.|1990.",1990,,"nyu",,,"Novel|Fantastic fiction","Stone of farewell"
"uc1.32106010372289",7110159,24262997,,"taggedsf","Tepper, Sheri S.",,"New York|Bantam Books|1991, c1990.",1991,,"nyu",,"Science fiction, American","Fiction","Raising the stones"
"mdp.39015032734942",2791593,26158345,"PR6051.D3352M7 1992","fuzzymatch","Adams, Douglas,","1952-2001.","New York|Harmony Books|c1992.",1992,,"nyu",,"Fiction|Interplanetary voyages","Fiction","Mostly harmless"
"mdp.39015041888606",3437659,40881396,"PS3568.O2893M37 1999","taggedsf","Robinson, Kim Stanley.",,"New York|Bantam Books|1999.",1999,,"nyu",,"Fiction|Science fiction, American","Fiction","The Martians"
"uc1.32106012650088",7136298,29389395,"PS3554.I3G29 1994","fuzzymatch","Dick, Philip K",,"New York|Vintage Books|1994",1994,,"nyu",,,"Fiction","Galactic pot-healer"
"mdp.49015001363762",4519987,27722980,"PS648.S3O46","taggedsf",,,"Greensboro, N.C.|Omni Books|c1992-",0,1992,"ncu",,"Science fiction, American","Fiction","Omni best science fiction"
"mdp.39015061465624",4981204,23768093,"PS648.F3F34 1991","fuzzymatch",,,"New York|Gramercy Books|Distributed by Outlet Book Co.|1991.",1991,,"nyu",,"Horror tales, American|Fantasy fiction, American","Short stories","Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels"
"mdp.39015045681882",3997392,39157610,"PS3576.A33V57 1998","fuzzymatch","Zahn, Timothy.",,"New York|Bantam Books|1998.",1998,,"nyu",,"Fiction|Solo, Han (Fictitious character)|Skywalker, Luke (Fictitious character)|Leia, Princess (Fictitious character)","Fiction|Science fiction","Vision of the future"
"mdp.39015058065924",4353671,36639853,"PS3570.A483T45 1992","taggedsf","Tan, Cecilia,","1967-","Boston, MA|Circlet Press|c1992.",1992,,"mau",,"Fiction|Erotic stories, American|Telepathy|Science fiction, American|Sadomasochism|Fantasy fiction, American","Short stories","Telepaths don't need safewords and other stories from the erotic edge of SF/fantasy"
"mdp.49015002972413",5027831,28333291,"PS3570.Y4T78 1994","fuzzymatch","Tyers, Kathy.",,"New York|Bantam Books|1994.",1994,,"nyu",,,"Fiction","The truce at Bakura"
"mdp.39015028478330",2591910,26668115,,"fuzzymatch","Asimov, Isaac,","1920-1992.","New York|Foundation Book|c1992.",1992,,"nyu",,"Fiction","Science fiction|Fiction","The ugly little boy"
"inu.30000036708570",7593827,31900102,"PS3562.L94S57 1995","oclcid","Llywelyn, Morgan.",,"Riverdale, NY|Bean Pub. Enterprises|New York, NY|Distributed by Simon & Schuster|1995.",1995,,"nyu",,,"Fantastic fiction|Fiction","Silverhand"
"mdp.39015049991212",4134208,43969954,"PR8676.5.D48S66 1999","fuzzymatch",,,"Edinburgh [Scotland|Polygon|c1999.",1999,,"enk",,"Fiction|Detective and mystery stories, Scottish","Fiction","Something wicked : | Scottish crime fiction"
"pst.000021311574",7490923,21950936,"PR6051.L3A6 1990b","taggedsf","Aldiss, Brian Wilson,","1925-","New York|Collier Books|Maxwell Macmillan International|1990.",1990,,"xxu",,"Science fiction, English","NotFiction","Man in his time : | the best science fiction stories of Brian W. Aldiss."
"uc1.32106014945080",7137234,39691457,"PS3556.R5184T48 1998","fuzzymatch","Friedman, C. S",,"New York, NY|DAW Books|Distributed by Penguin Putnam|c1998",1998,,"nyu",,"Fiction|Space colonies","Fiction","This alien shore"
"mdp.39015048773801",4048512,41165423,"PS3554.A727E97 1999","fuzzymatch","Darnton, John.",,"New York, N.Y.|Dutton|c1999.",1999,,"nyu",,"Fiction|Genetic engineering","Fiction|Science fiction|Adventure stories","The experiment"
"mdp.39015050309551",3513818,42345449,,"taggedsf","Sherman, Delia",,"Cambridge, MA|Circlet Press|1999.",1999,,"mau",,"Science fiction","Fiction","Through a brazen mirror : | the famous flower of Servingmen"
"mdp.39015048773991",4043813,40500844,"PS3553.A655E495 1999","fuzzymatch","Card, Orson Scott.",,"New York|Ballantine Pub. Group|1999.",1999,,"nyu",,"Fiction|Princesses|Time travel|Sleeping Beauty (Tale)|Jews|Adaptations|Russia (Federation)","Fiction|Fantastic fiction","Enchantment"
"pst.000021664502",12257002,21867299,,"oclcid","Stith, John E.",,"New York|Ace Books|1990.",1990,,"xx ",,,"NotFiction","Redshift rendezvous"
"mdp.39015062083913",2233384,21333332,"PS3572.O5H6 1990","fuzzymatch","Vonnegut, Kurt.",,"New York|Putnam's|c1990.",1990,,"nyu",,"Fiction|Vietnam War, 1961-1975","Fiction","Hocus pocus"
"mdp.39015018825730",2184033,20015052,"PS3573.R43G5 1990","oclcid","Wren, M. K.",,"New York|Ballantine Books|1990.",1990,,"nyu",,,"Fiction","A gift upon the shore"
"mdp.39015061865633",4972047,34472150,"PS648.F3S98 1996","taggedsf",,,"Los Angeles|Alyson Publications|1996.",1996,,"cau",,"Fiction|Gay men|Lesbians|Gays' writings, American|Science fiction, American|Fantasy fiction, American","Short stories","Swords of the rainbow"
"mdp.39015060636746",3596268,32924588,"PR6051.D3352A6 1996","taggedsf","Adams, Douglas,","1952-2001.","New York|Wings Books|1996.",1996,,"nyu",,"Humorous stories, English|Fiction|Prefect, Ford (Fictitious character)|Science fiction, English|Dent, Arthur (Fictitious character)","Fiction","The ultimate hitchhiker's guide"
"mdp.39015025257935",2563789,24796906,"PS648.S3M87 1992","taggedsf",,,"New York|Bantam Books|c1992.",1992,,"nyu",,"Science fiction, American","Science fiction|Fiction","Murasaki : | a novel in six parts"
"mdp.39015032718663",2898622,29952049,"PS3555.D38H5 1994","fuzzymatch","Eddings, David.",,"New York|Ballantine Books|1994.",1994,,"nyu",,,"Fiction|Fantastic fiction","The hidden city"
"mdp.49015002036805",4532564,25872224,"PS3569.T33565F54 1993","oclcid","Starhawk.",,"New York|Bantam Books|1993.",1993,,"nyu",,"Fiction","Fiction|Utopias|Dystopias","The fifth sacred thing"
"mdp.39015057976790",2997465,30894530,"PS3569.T3868D53 1995","fuzzymatch","Stephenson, Neal.",,"New York|Bantam Books|c1995.",1995,,"nyu",,,"Fiction","The diamond age,[or, Young lady's illustrated primer]/ | $c: Neal Stephenson."
"pst.000024657594",12263706,24065855,"PN6071.S33F8 1992","taggedsf",,,"New York|Donald I. Fine|c1992.",1992,,"xxu",,"Literary collections|Science fiction|Fiction|Crime","NotFiction","FutureCrime :  | an anthology of the shape of crime to come"
"pst.000032574937",12275309,38515929,,"taggedsf","Doherty, Robert.",,"New York, N.Y.|Dell Books|1998.",1998,,"xxu",,"Science fiction|Space ships|Fiction|Unidentified flying objects","NotFiction","Area 51, the reply"
"mdp.39015070756146",5604686,124025668,"PR6051.L3H37 2007b","taggedsf","Aldiss, Brian Wilson,","1925-","London|Duckworth|2007.",2007,,"enk",,"Imprisonment|Fiction|Religious aspects|Authorship|Torture|Islam|Science fiction","Novel|Science fiction","Harm"
"mdp.39015070114023",5652172,144571203,"PR9499.4.D38A61-.Z458O (P-PZ40)+","taggedsf","Datta, Sukanya,","1961-","New Delhi|National Book Trust|2006.",2006,,"ii ",,"Science fiction, Indic (English)","Fiction","Once upon a blue moon : | science fiction stories"
"mdp.39015048515046",3479326,42296597,"PS648.S3S47 2000","taggedsf",,,"New York|Harcourt|c2000.",2000,,"nyu",,"Science fiction, English|Fiction|Science fiction, American|Space colonies","Bibliographies|Short stories","Skylife : | space habitats in story and science"
"mdp.39015054285773",4245836,47894803,"PS3568.O2893Y43 2002","fuzzymatch","Robinson, Kim Stanley.",,"New York|Bantam Books|c2002.",2002,,"nyu",,"Fiction|Black Death","NotFiction","The years of rice and salt"
"mdp.39015084104812",6877068,312416274,"PR6119.T79W57 2009","taggedsf","Stross, Charles.",,"London|Orbit|2009.",2009,,"enk",,"Science fiction, English","Fiction","Wireless"
"mdp.39015060836189",4987761,56876058,"PS648.S3C36 2005","taggedsf",,,"San Francisco, Calif.|Chronicle Books|c2005.",2005,,"cau",,"Human-alien encounters|Fiction|Science fiction, American","Short stories","The campfire collection : | thrilling, chilling tales of alien encounters"
"mdp.49015003276707",5937897,49907328,"PS648.S3M38 2002","taggedsf",,,"New York|Daw Books|2002.",2002,,"nyu",,"Fiction|Science fiction, American","Fiction|Science fiction","Mars probes"
"mdp.39015069234717",5559830,71842830,"PS3554.I3A6 2007","taggedsf","Dick, Philip K.",,"New York|Library of America|2007.",2007,,"nyu",,"Science fiction, American","Fiction","Four novels of the 1960s"
"mdp.39015080818050",5964246,316002861,"PS3554.I3915H37 2009","taggedsf","Di Filippo, Paul,","1954-","Hornsea, England|PS Pub.|2009.",2009,,"enk",,"Science fiction, American","Fiction|Short stories|Science fiction","Harsh oases"
"mdp.39015070756401",5616470,126880806,"PS3503.R22N6 2007","taggedsf","Bradbury, Ray,","1920-","New York|Morrow|c2007",2007,,"nyu",,"Fantasy fiction, American|Science fiction, American","Fiction","Now and forever : | Somewhere a band is playing and Leviathan 99"
"mdp.39015055177516",4249579,49632524,"PS3569.A462345S68 2002","fuzzymatch","Salvatore, R. A.,","1959-","New York|Del Rey|2002.",2002,,"nyu",,,"Fiction","Star Wars episode II. | $c: R. A. Salvatore ; based on the story by George Lucas ; and the screenplay by George Lucas and Jonathan Hales. | $p: Attack of the clones /"
"mdp.39015060005744",100024074,52872684,,"fuzzymatch","King, Stephen,","1947-","New York|Viking|2003.",2003,,"nyu",,"Roland (Fictitious character : King)|Fiction","Fiction|Fantasy fiction","The drawing of the three"
"mdp.39015050134215",4126780,45325322,,"taggedsf","Clarke, Arthur C. (Arthur Charles),","1917-2008","London|Voyager an imprint of Harper Collins|c2000.",2000,,"enk",,"Science fiction, English","NotFiction","The light of other days"
"mdp.39015066897003",5397562,77792724,"PR6068.E95G35 2006","taggedsf","Reynolds, Alastair,","1966-","London|Gollancz|2006.",2006,,"enk",,"Fiction|Technology and civilization|Science fiction, English","Fiction","Galactic North"
"mdp.39015064795126",5276836,45752972,,"taggedsf",,,"New York, N.Y., U.S.A.|ROC|2000-",0,2000,"nyu","v.1","Horror tales|Fiction|20th century|Horror tales, American|Science fiction, American","Short stories|Horror fiction","The best of Cemetery dance"
"mdp.39015080836201",6820134,302072450,"PR6068.E95Z56 2009","taggedsf","Reynolds, Alastair,","1966-","London|Gollancz|2009.",2009,,"enk",,"Science fiction, English","Short stories","Zima blue and other stories"
"mdp.39015080843892",6836358,276226099,,"taggedsf",,,"Nottingham|Solaris|2009.",2009,,"enk",,"Science fiction, American|Science fiction, English","Short stories","The Solaris book of new science fiction. | $c: edited by George Mann. | $n: Vol. 3 /"
"mdp.39015049524674",4124830,44708513,,"fuzzymatch","McCarthy, Wil.",,"New York|Del Rey|2000.",2000,,"nyu",,,"Fiction","The collapsium"
"mdp.39015061469337",4988421,50322784,"PS3561.E79B75 2003","fuzzymatch","Keyes, J. Gregory,","1963-","New York|Del Rey|c2003.",2003,,"nyu",,,"Novel|Fantasy fiction","The Briar king"
"mdp.49015002790526",4596911,49356078,"PS648.S3W67 2002","taggedsf",,,"New York|ROC|c2002.",2002,,"nyu",,"Science fiction, American","Fiction|Alternative histories (Fiction)","Worlds that weren't"
"uc1.32106019397071",7708344,70676025,"PS648.H57F88 2006","taggedsf",,,"Vancouver|Arsenal Pulp Press|c2006",2006,,"bcc",,"Short stories|Science fiction|Gays' writings|Fiction|Homosexuality|21st century|Literary collections","Short stories","The future is queer"
"mdp.39015049544417",4135482,44683474,"PS3553.A76277K55 2000","fuzzymatch","Carr, Caleb,","1955-","New York|Random House|c2000.",2000,,"nyu",,"Fiction|Twenty-first century|Assassination|Presidents|Psychology teachers","Fiction","Killing time : | a novel of the future"
"mdp.49015002934611",4711268,48397635,"PS3503.O4286F37 2002","taggedsf","Bond, Nelson Slade,","1908-","Sauk City, Wis.|Arkham House Publishers|2002.",2002,,"wiu",,"Science fiction, American","Fiction","The far side of nowhere"
"mdp.39015062871176",5087921,45460859,"PR5774.W33C66 2001","taggedsf",,,"Naperville, Ill.|Sourcebooks MediaFusion|c2001.",2001,,"ilu",,"War of the worlds|Criticism and interpretation|(Herbert George)|War of the worlds (Radio program)|1866-1946|Science fiction, English|Imaginary wars and battles in literature|In literature|History and criticism|Wells, H. G|Adaptations|Welles, Orson|Science fiction radio programs|1915-1985","NotFiction|Bibliographies","The complete war of the worlds : | Mars' invasion of Earth from H.G. Wells to Orson Welles"
"mdp.39015056817003",4328025,50322780,"PS3613.O748A78 2003","fuzzymatch","Morgan, Richard K.,","1965-","New York|Del Rey|2003.",2003,,"nyu",,,"Fiction","Altered carbon"
"mdp.39015069109224",5276836,45752972,,"taggedsf",,,"New York, N.Y., U.S.A.|ROC|2000-",0,2000,"nyu","v.2","Horror tales|Fiction|20th century|Horror tales, American|Science fiction, American","Short stories|Horror fiction","The best of Cemetery dance"
"mdp.39015073909411",5674553,57301205,,"fuzzymatch","Thomas, Jeffrey.",,"Hyattsville, MD|Raw Dog Screaming Press|c2004.",2004,,"mdu",,,"Novel|Science fiction","Everybody scream!"
"mdp.39015060064964",4769124,56639043,,"taggedsf","Roberts, Adam (Adam Charles)",,"San Francisco|Night Shade Books|c2004.",2004,,"cau",,"Science fiction, English","Fiction","Swiftly : | stories that never were and might not be"
"mdp.39015082722771",5911915,233033842,"PS3623.H38C73 2008","taggedsf","What, Leslie.",,"La Grande, OR|Wordcraft of Oregon|2008.",2008,,"oru",,"Fantasy fiction, American|Science fiction, American","Fiction","Crazy love : | stories"
"mdp.39015053784230",4216135,48377527,,"taggedsf","Cherryh, C. J.",,"New York, N.Y.|DAW Books|c2001.",2001,,"nyu",,"Science fiction","NotFiction","Defender"
"mdp.39015062850154",5055506,56089578,"PS3563.A8355C642 2003","taggedsf","Matheson, Richard,","1926-","Colorado Springs, CO|Edge Books|c2003-",0,2003,"cou","v.1","Fantasy fiction, American|Science fiction, American","Short stories","Collected stories"
"mdp.39015050470460",4168069,46698073,"PS3570.U76C63 2001","fuzzymatch","Turtledove, Harry.",,"New York|Ballantine Pub. Group|c2001.",2001,,"nyu",,"Fiction|World War, 1939-1945","Fiction|Science fiction|Alternative histories","Colonization--aftershocks"
"mdp.39015066843502",5541429,71004053,"PS3568.O243I56 2007","fuzzymatch","Robb, J. D.,","1950-","New York|G.P. Putnam's Sons|c2007.",2007,,"nyu",,"Fiction|New York|Teachers|New York (State)|Police|Dallas, Eve (Fictitious character)","Fiction|Mystery fiction","Innocent in death"
"mdp.39015059975782",4338809,51817264,"PS3561.I483W37 2003","fuzzymatch","King, Stephen,","1947-","New York|Viking|2003.",2003,,"nyu",,"Fiction|Roland (Fictitious character : King)","Fiction","The waste lands"
"pst.000066629801",9815300,228466170,,"oclcid","Brooks, Terry.",,"New York|Ballentine Books|2006, c2005.",2005,,"nyu",,"Shannara (Imaginary place)|Magic|Fantasy|Fiction","Novel","Straken"
