"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"pst.000007408625",12268544,668577,"PZ5.K4Fan","taggedfantasy","Kelley, Leo P.,",,"New York|McGraw-Hill|c1974.",1974,,"xx ",,"Fantasy fiction","NotFiction","Fantasy : | the literature of the marvelous"
"mdp.39076006154913",9913237,700838,"PN6071.S33W53","taggedfantasy","Whaley, Stephen V.",,"New York|McGraw-Hill|1974",1974,,"nyu",,"Science fiction|Fantasy fiction","Bibliographies|Fiction","Man unwept: visions from the inner eye; | an anthology of science and fantasy fiction | $c: [by] Stephen V. Whaley [and] Stanley J. Cook."
"mdp.39015004246461",536582,1208042,,"fuzzymatch","Lessing, Doris May,","1919-","London|Octagon|1974",1974,,"enk",,,"Fiction","The memoirs of a survivor"
"uc1.32106018320967",7112649,823428,,"fuzzymatch","Anderson, Poul,","1926-2001","Garden City, N.Y.|Doubleday|1974.",1974,,"nyu",,,"Fiction","A midsummer tempest."
"pst.000053742254",7039854,1291534,,"taggedfantasy",,,"Glenview, Ill.|Scott, Foresman|1974].",1974,,"xx ",,"Fantasy fiction","NotFiction","Fantasy : | shapes of things unknown"
"uc1.b3870198",7881720,800544,"PZ1.K745GoPS648.F3","taggedfantasy","Knight, Damon,","1922-2002.","New York|Simon and Schuster|1974, c1973",1974,,"nyu",,"Fantasy fiction, American|Fantasy fiction, English","Fiction","The golden road; | great tales of fantasy and the supernatural. | $c: Edited by Damon Knight."
"mdp.39015008727912",125884,1990139,,"fuzzymatch","Zelazny, Roger.",,"New York|Avon|1974, c1972.",1974,,"nyu",,"Science fiction","Fiction","The guns of Avalon"
"mdp.39015022220357",1187793,923296,"PZ3.W1426CasPS3573.A4218","taggedfantasy","Sturgeon, Theodore.",,"Garden City, N.Y.|Doubleday|c1974.",1974,,"nyu",,"Fantasy fiction","Fiction","Case and the dreamer"
"uc1.32106007246777",32057,1102861,,"taggedfantasy","Ellison, Harlan.",,"New York|Harper & Row|1975",1975,,"nyu",,"Science fiction, American|Fantasy fiction, American","Fiction","Deathbird stories : | a Pantheon of modern gods"
"mdp.39015020749142",630330,1054112,"PZ4.M429Bi3PS3563.A8355","oclcid","Matheson, Richard,","1926-","New York|Viking Press|1975.",1975,,"nyu",,,"Fiction","Bid time return"
"uc1.32106010493283",7108007,1803174,,"taggedfantasy","Le Guin, Ursula K.,","1929-","New York|Bantam Books|1975, c1968.",1975,,"nyu",,"Fantasy|Fiction|Magic","Fiction","A wizard of Earthsea"
"mdp.39015008439567",125601,2889800,,"fuzzymatch","Le Guin, Ursula K.,","1929-","Toronto|New York|Bantam Books|1975, c1968.",1975,,"onc",,,"Fiction","A wizard of earthsea"
"mdp.39015073820543",6082870,1940187,"PZ1.N2PS648.F3","taggedfantasy",,,"Sauk City, Wis.|Arkham House|1975.",1975,,"wiu",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American","Short stories","Nameless places"
"mdp.39015066688246",36222,1727250,"PZ3.W67764Dar6PS3545.I557","oclcid|fuzzymatch","Williamson, Jack,","1908-2006.","New York|Garland Pub.|1975, c1948.",1975,,"nyu",,,"Fiction","Darker than you think"
"mdp.39015001362998",20379,1218330,"PZ3.P88896We5PS3531.R23","oclcid","Pratt, Fletcher,","1897-1956.","New York|Garland Pub.|1975, c1948.",1975,,"nyu",,,"Fiction","The well of the unicorn"
"inu.39000003644007",7593805,1694679,"PZ4.M1195To3PS3563.A255","fuzzymatch","McCaffrey, Anne.",,"London|Dent|1974 [i.e. 1975",1975,,"enk",,,"Fiction","To ride Pegasus"
"mdp.39015081739271",6861953,2155673,"PZ3.D445Dw3PS3507.E69","taggedfantasy","Derleth, August,","1909-1971.","Sauk City, Wis.|Arkham House|1976.",1976,,"wiu",,"Fantasy fiction, American|Ghost stories, American","Short stories","Dwellers in darkness"
"mdp.39015061861616",4952973,2331090,"PZ1.A5712PN6071.F25","taggedfantasy",,,"New York|Arno Press|1976.",1976,,"nyu",,"Horror tales|Fantasy fiction","Short stories","Ancient hauntings"
"mdp.39015012296821",203089,9869368,,"fuzzymatch","Bradbury, Ray,","1920-2012.","Toronto|New York|Bantam Books|1976.",1976,,"onc",,,"Fiction","The machineries of joy : | short stories"
"mdp.39015010296195",205614,2644519,"PZ4.W85615DePS3573.O52","oclcid","Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,,"ilu",,,"Fiction","The Devil in a forest"
"mdp.39015046878727",3992616,2188915,"PZ4.B98674PatPS3552.U827","fuzzymatch","Butler, Octavia E.",,"Garden City, N.Y.|Doubleday|c1976.",1976,,"nyu",,,"Fiction|Science fiction","Patternmaster"
"mdp.39076001176655",9921616,7969251,,"taggedfantasy","L'Engle, Madeleine.",,"New York|Dell|1976, c1973.",1976,,"nyu",,"Juvenile fiction|Fantasy","NotFiction","A wind in the door"
"mdp.39076005294090",9906535,2726847,"PQ3919.2.L238C53","fuzzymatch","Langevin, André,","1927-","Philadelphia|Lippincott|c1976.",1976,,"pau",,,"Fiction","Orphan Street"
"pst.000007030437",12263698,4158885,,"fuzzymatch","Aldiss, Brian Wilson,","1925-","New York|Ace Books|1978, c1976].",1976,,"xx ",,,"NotFiction","The malacia tapestry"
"mdp.39015049862876",86007,2573670,"PZ4.K2936FalPR9199.3.K416","oclcid","Kellum, David F.",,"Edmonton|Tree Frog Press|1976.",1976,,"abc",,,"Fiction","The falling world of Tristram Pocket"
"pst.000023842687",7497184,2899642,"PZ7.P6335Wg3x","taggedfantasy","Pinkwater, Daniel Manus,","1941-","New York|Dell|1976], c1975.",1976,,"xxu","P585wing 1976","Fantasy|Schools|New York (State)|New York|Fiction|Chinese","NotFiction","Wingman"
"mdp.39015020681998",252674,3041903,,"fuzzymatch","Burroughs, Edgar Rice,","1875-1950.","London|New English Library|1976, c1928.",1976,,"enk",,,"Fiction","Tarzan, lord of the jungle"
"mdp.39015033404693",210019,2806864,"PZ4.L278Or6PQ3919.2.L23","fuzzymatch","Langevin, André,","1927-","Toronto|McClelland and Stewart|c1976.",1976,,"onc",,,"Fiction","Orphan street"
"mdp.39015054064137",89580,3542455,"PJ5191.E8Y4 1976b","taggedfantasy",,,"London|Cassell|1976.",1976,,"enk",,"Translations into English|Fantasy fiction, Yiddish","Fiction","Great works of Jewish fantasy : | Yenne velt"
"mdp.39015008993449",744321,2420414,"PZ4.A363MalPR6051.L3","fuzzymatch","Aldiss, Brian Wilson,","1925-","London|Jonathan Cape|1976.",1976,,"enk",,,"Fiction","The Malacia tapestry"
"pst.000043755776",8385100,2948728,"PZ8.G216Dr","fuzzymatch","Gardner, John,","1933-1982","New York|Bantam|1976.",1976,,"xxu",,"Fairy tales","NotFiction","Dragon, dragon, and other tales"
"mdp.39015040110978",726557,2874767,"PZ4.B79968He3PS3552.R228","fuzzymatch","Bradley, Marion Zimmer.",,"Boston|Gregg Press|1977, c1975.",1977,,"mau",,,"Fiction|Bibliographies","The heritage of Hastur"
"pst.000014560545",7057040,6271425,,"fuzzymatch","Wells, H. G. (Herbert George),","1866-1946.","New York|Scholastic Book Services|c1977.",1977,,"xx ",,,"NotFiction","The empire of the ants, and other stories"
"mdp.39015056839684",3865987,7516610,,"taggedfantasy","Murphy, Shirley Rousseau.",,"New York|Avon|1979, c1977.",1977,,"nyu",,"Fiction|Children|Fantasy fiction, American|Prophets|Psychics","Fiction","The ring of fire"
"mdp.39015013416261",735881,2439520,"PZ4.A517Al3PR6001.M6","fuzzymatch","Amis, Kingsley.",,"New York|Viking Press|1977 c1976.",1977,,"nyu",,,"Fiction","The alteration"
"mdp.39015008821244",120523,2837211,"PZ4.D6768LoPS3554.O469","fuzzymatch","Donaldson, Stephen R.",,"New York|Ballantine Books|1977.",1977,,"nyu",,,"Fiction","Lord Foul's bane"
"pst.000007408892",7039895,5362746,,"taggedfantasy",,,"New York|Jove Publications|1979, c1977.",1977,,"xx ",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American","NotFiction","Whispers"
"mdp.39015020727908",213021,2946061,"PZ4.B8726Sw 1977PS3552.R6596","fuzzymatch","Brooks, Terry.",,"New York|Random House|c1977.",1977,,"nyu",,,"Fiction","The sword of Shannara"
"mdp.39015014622016",643653,7583353,,"fuzzymatch","Moorcock, Michael,","1939-","St. Albans, Hertford|Mayflower Books|1977, c1968.",1977,,"enk",,,"Fiction","The sword of the dawn"
"mdp.39015030931433",93407,3669192,"PZ1.E56PR1309.S3","taggedfantasy",,,"London|Allen|1977.",1977,,"enk",,"Fantasy fiction, English|Science fiction, English","Fiction","England invaded : | a collection of fantasy fiction"
"mdp.39015035341463",204683,2910978,"PZ4.F234Dar3PS3556.A72","fuzzymatch","Farmer, Philip José.",,"New York|Berkley Pub. Corp. ; distributed by Putnam|c1977.",1977,,"nyu",,,"Fiction","The dark design"
"mdp.39015011684399",2479157,3162552,,"oclcid|fuzzymatch","Carrington, Leonora,","1917-2011.","London|Routledge & Kegan Paul|1977.",1977,,"enk",,,"Fiction","The hearing trumpet"
"mdp.39015008437959",165699,5091797,,"fuzzymatch","Donaldson, Stephen R.",,"New York|Ballantine|c1977.",1977,,"nyu",,,"Fiction","The power that preserves"
"uc1.32106001951109",7115377,3362428,,"taggedfantasy","Scott, Walter, Sir,","1771-1832.","London|J. Calder|c1977.",1977,,"enk",,"Fiction|Fantasy fiction, English","Fiction","The supernatural short stories of Sir Walter Scott"
"mdp.39076002774730",9931839,60562356,,"fuzzymatch","Paterson, Katherine.",,"New York|HarperTrophy|2003, c1977.",1977,,"nyu",,"Juvenile fiction|20th century|Friendship|History|Death","Fiction","Bridge to Terabithia"
"pst.000018854497",12260654,4929987,,"taggedfantasy","McKillip, Patricia A.",,"New York|Ballantine Books|1978, c1977.",1977,,"xx ",1978,"Fantasy","NotFiction","Heir of sea and fire"
"pst.000023121539",7048362,316834411,"PS3551.N73M33x 1979b","fuzzymatch","Anthony, Piers.",,"Garden City, N.Y.|Nelson Doubleday|c1979, c1977.",1977,,"xxu",,"Science fiction","NotFiction","The magic of Xanth : | a spell for chameleon, the source of magic ; Castle Roogna"
"mdp.39015020724129",261088,9814606,,"fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|1978, c1971.",1978,,"nyu",,,"NotFiction","Dragonquest"
"mdp.39015063158953",5145237,4241447,,"taggedfantasy",,,"West Warwick, R.I.|Necronomicon Press|c1978.",1978,,"riu",,"Horror tales, American|Fantasy fiction, American|Science fiction, American","Novel","The illustrated Challenge from beyond"
"mdp.39015000638729",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","taggedfantasy","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,,"nyu","v.1","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"mdp.39015000638711",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","taggedfantasy","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,,"nyu","v.2","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"mdp.39015064107306",5231587,4509908,,"taggedfantasy","Barlow, R. H. (Robert Hayward),","1918-1951.","West Warwick, R.I.|Necronomicon Press|1978.",1978,,"riu",,"1918-1951|Barlow, R. H|(Howard Phillips)|Lovecraft, H. P|1890-1937|Fantasy fiction, American|(Robert Hayward)","Short stories|ContainsBiogMaterial","Annals of the Jinns"
"mdp.39015046339944",752793,3446973,,"taggedfantasy","Ellison, Harlan.",,"New York|Harper & Row|c1978.",1978,,"nyu",,"Fantasy fiction, American","Fiction","Strange wine : | fifteen new stories from the nightside of the world"
"mdp.39015000638554",256120,4494940,"PZ3.L518Pu 1978PR4879.L7","taggedfantasy","Le Fanu, Joseph Sheridan,","1814-1873.","New York|Garland Pub.|1979.",1978,,"nyu","v.3","Fantasy fiction, English","Fiction|Bibliographies","The Purcell papers"
"mdp.39015008821251",123655,7915396,,"taggedfantasy","Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,,"nyu",,"Fantasy fiction","Fiction","The illearth war"
"mdp.39015028704974",89726,3543352,"PZ4.M1195WhPS3563.A255","fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|1978.",1978,,"nyu",,,"NotFiction","The white dragon"
"mdp.39015020723915",179606,4114345,"PZ4.M1195Dr 1978PS3563.A255","fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine Books|c1978.",1978,,"nyu",,,"Fiction","Dragonflight"
"uc1.32106006444373",6838887,4135569,,"taggedfantasy","Beagle, Peter S.",,"New York|Viking Press|1978.",1978,,"nyu",,"California|Santa Cruz County|Fantasy fiction, American|Authors, American","Fiction","The fantasy worlds of Peter Beagle"
"mdp.39015008778162",758170,5434741,,"fuzzymatch","Silverberg, Robert.",,"London|V. Gollancz|c1967, t.p. 1978.",1978,,"enk",,,"Fiction","The gate of worlds"
"mdp.39015057618657",5408965,5944184,"PZ4.N734MagPS3564.I9","taggedfantasy","Niven, Larry.",,"New York|Ace Books|1978.",1978,,"nyu",,"Fiction|Magic|Fantasy fiction, American","Novel|Fantasy fiction","The magic goes away"
"pst.000016174740",7056873,6807713,,"fuzzymatch","Cook, Glen.",,"New York|Berkley Books|1979.",1979,,"xx ",,,"NotFiction","A shadow of all night falling"
"mdp.39015002143181",758528,5473211,,"fuzzymatch","Williamson, Jack,","1908-2006.","Huntington Woods, Mi.|Phantasia Press|1979.",1979,,"miu",,,"Fiction","The reign of wizardry"
"mdp.39015007055497",163578,13937174,,"oclcid","McKillip, Patricia A.",,"Garden City, N.Y.|Doubleday|1979",1979,,"nyu",,,"Fiction","Riddle of stars"
"uc1.b4585229",9493753,6378508,,"taggedfantasy",,,"Portmarnock [Ire.|Wolfhound Press|c1979.",1979,,"ie ",,"Irish authors|English fiction|Fantasy fiction, English","Fiction","Irish masters of fantasy : | an anthology with introduction and biographical essays"
"mdp.39015010919192",255741,4493391,,"fuzzymatch","Zelazny, Roger.",,"Boston|Gregg Press|1979, c1970.",1979,,"mau",,,"Fiction","Nine princes in Amber"
"mdp.39015014288040",366937,29005418,,"fuzzymatch","Lindsay, Norman,","1879-1969.","London|Angus & Robertson|1979, c1936.",1979,,"enk",,,"Fiction","The flyaway highway"
"inu.30000006225399",303503,5102128,"PL2658.E8C48","taggedfantasy",,,"New York|Pantheon Books|1979.",1979,,"nyu",,"Fairy tales|China|Translations into English|Fantasy fiction, Chinese","Fiction","Chinese fairy tales and fantasies"
"pst.000018854527",12260653,6592271,,"taggedfantasy","McKillip, Patricia A.",,"New York|Ballantine Books|1980, c1979.",1979,,"xx ",1980,"Fantasy|Wizards|Juvenile fiction","Fantastic fiction|NotFiction","Harpist in the wind"
"uc1.b3870850",7881805,213523502,,"taggedfantasy",,,"New York|Berkley Publishing Corporation ; distributed by Putnam,New York.|1979",1979,,"nyu",,"Science fiction, American|Fantasy fiction, American","UnknownGenre","The year's finest fantasy 2"
"pst.000045147814",9423742,5872942,"LB1573.C65 1995 gr.5","taggedfantasy","Baum, L. Frank (Lyman Frank),","1856-1919.","New York|Ballantine Books|1979.",1979,,"xxu","gr.5 v.24","Fantasy","NotFiction","The Wizard of Oz"
"pst.000007889585",12268396,7040015,,"taggedfantasy",,,"New York|Kensington|c1979.",1979,,"xx ",,"Fantasy fiction","Science fiction|NotFiction","Other worlds, 1"
"mdp.39015013275659",142126,6015943,"PZ3.T844My 1979PG3421.A13","taggedfantasy","Turgenev, Ivan Sergeevich,","1818-1883.","Canberra|Australian National University, Faculty of Arts|1979.",1979,,"at ",,"Fantasy fiction, Russian|Translations into English","Fiction|Bibliographies","The mysterious tales of Ivan Turgenev"
"mdp.39015005165686",270170,4591605,"PZ3.C551205Is 1979PR6005.L36","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","Boston|Gregg Press|1979, c1952.",1979,,"mau",,,"Fiction","Islands in the sky"
"mdp.39015002156332",260607,4665631,"PZ4.A549Me 1979PS3551.N378","fuzzymatch","Anderson, Poul,","1926-2001.","New York|Berkley Pub. Corp. : distributed by Putnam|c1979.",1979,,"nyu",,,"Fiction","The merman's children"
"uc1.32106020040769",8325760,7053060,,"taggedfantasy","Lynn, Elizabeth A",,"New York|Berkley Books|1980, c1979",1979,,"nyu",,"Fantasy fiction","Fiction","The Dancers of Arun"
"uc1.b4951698",323385,5977921,,"fuzzymatch","Zelazny, Roger",,"New York|Avon|1979, c1978",1979,,"nyu",,,"Fiction","The courts of chaos"
"mdp.39015056894150",3855452,16538243,,"fuzzymatch","Preiss, Byron.",,"Toronto|New York|Bantam|1979.",1979,,"enk",,,"Fiction","Dragonworld"
"pst.000022105387",7491873,48682587,,"fuzzymatch","Donaldson, Stephen R.",,"New York|Ballantine Books|1981.",1980,,"xxu",,,"NotFiction","The wounded land"
"uc1.32106018321460",7116116,6221778,,"fuzzymatch","Carroll, Jonathan,","1949-","New York|Viking Press|1980.",1980,,"nyu",,"Biographers|Fiction|Children's stories|Authorship|Biography as a literary form","Fiction","The land of laughs"
"mdp.39015003498436",764340,5941112,"PZ1.M2732PS648.F3","taggedfantasy",,,"Garden City, N.Y.|Doubleday|1980.",1980,,"nyu",,"Science fiction, American|Fantasy fiction, American","Fiction","The Magazine of fantasy and science fiction : | a 30-year retrospective"
"mdp.39015008564976",249991,6021002,,"fuzzymatch","Farmer, Philip José.",,"New York, N.Y.|Playboy Press Paperbacks|1980, c1969.",1980,,"nyu",,,"Fiction","A feast unknown"
"mdp.49015002536531",4577245,44112657,,"fuzzymatch","Hughes, Monica.",,"New York|Aladdin Paperbacks|2000, c1980.",1980,,"nyu",,"Science fiction","Fiction","The keeper of the Isis light"
"mdp.39015008979778",246404,5563965,"PZ4.W85615Sh","fuzzymatch","Wolfe, Gene.",,"New York|Simon and Schuster|c1980.",1980,,"nyu",,,"Fiction","The shadow of the torturer"
"mdp.39015032536370",2876222,6762586,"PR4611.H8 1981","fuzzymatch","Carroll, Lewis,","1832-1898.","New York City|Mayflower Books|1980.",1980,,"nyu",,,"Fiction","The hunting of the snark : | an agony in eight fits"
"uc1.b4421720",6237777,6222625,,"fuzzymatch","Bauer, Steven.",,"New York|Berkley Pub. Corp. : distributed by Putnam|c1980.",1980,,"nyu",,,"Fiction","Satyrday, a fable"
"mdp.39015020711092",708266,5219832,"PZ4.S573LoPS3569.I472;","fuzzymatch","Silverberg, Robert.",,"New York|Harper & Row|c1980.",1980,,"nyu",,,"Fiction","Lord Valentine's castle"
"mdp.39015066288161",744751,6330758,"PZ4.D2515Un 1980PR6054.A87","fuzzymatch","Davidson, Lionel.",,"New York|Alfred A. Knopf|1980.",1980,,"nyu",,,"Fiction","Under Plum Lake"
"uc1.b4463156",9519085,5497422,,"fuzzymatch","Knight, Damon,","1922-2002","New York|Berkley Pub. : distributed by Putnam|c1980.",1980,,"nyu",,,"Fiction","The world and Thorinn"
"mdp.39015049615324",5614739,7272764,"PS3558.J58E2","taggedfantasy","Hjort, James William.",,"Buffalo, NY|Weirdbook Press|c1980.",1980,,"nyu",,"Horror tales, American|Fantasy fiction, American","Short stories","Ebon roses, jewelled skulls"
"mdp.39015002291964",683798,5605039,"PZ4.L518Be 1980PS3562.E42;","fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Harper & Row|c1980.",1980,,"nyu",,,"Fiction","The beginning place"
"pst.000022747778",7040196,26209890,,"oclcid",,,"New York|Galahad Books|1992, c1981.",1981,,"xxu",,,"NotFiction","Masters of fantasy"
"mdp.49015000719303",4454208,6602471,"PS3563.A942M3","fuzzymatch","May, Julian.",,"Boston|Houghton Mifflin|1981.",1981,,"mau",,,"Fiction","The many-colored land"
"mdp.39015050730095",4168002,8500981,"PC871.E8R6 1981","taggedfantasy",,,"Bucharest|Minerva Pub. House|1981.",1981,,"rm ",,"Translations into English|Fantasy fiction, Romanian|Social life and customs | Fiction","NotFiction","Romanian fantastic tales"
"mdp.39015040690292",3145534,8736387,"PG3483.3.I4336A2 1981","taggedfantasy","(Vladimir Naumovich) Mikhanovskiĭ, V. N.",,"Moscow|Progress Publishers|c1981.",1981,,"ru ",,"Fantasy fiction, Russian|Translations into English|Mikhanovskiĭ, V. N|(Vladimir Naumovich)","Fiction","The doubles : | fantastic stories"
"mdp.39015016883749",762812,7725991,,"taggedfantasy","White, T. H. (Terence Hanbury),","1906-1964.","London|MacDonald|1981.",1981,,"enk",,"Fantasy fiction, English","Fiction","The maharajah, and other stories"
"pst.000019419985",7497005,7567508,,"fuzzymatch","L'Engle, Madeleine.",,"New York|Dell|1981 printing.",1981,,"xx ","L464mee 1981","Juvenile fiction|Orphans|Families","NotFiction","Meet the Austins"
"mdp.39015016854088",922507,8355459,,"fuzzymatch","Buck, William.",,"Berkeley|University of California Press|1981.",1981,,"cau",,,"Fiction","Mahabharata"
"mdp.39015010415951",764570,7324233,"PS648.F3T7","taggedfantasy",,,"New York, N.Y.|Avon|1981.",1981,,"nyu",,"Fantasy fiction, English|Fantasy fiction, American","Fiction","A Treasury of modern fantasy"
"mdp.39015049861092",265366,6942448,"PS3561.A886P67","fuzzymatch","Kaye, Marvin.",,"Garden City, N.Y.|Doubleday|1981.",1981,,"nyu",,,"Fiction","The possession of Immanuel Wolf and other improbable tales"
"pst.000012752874",6820628,8170095,"PS648.F3M3","taggedfantasy",,,"New York, N.Y.|Ace Books|c1981.",1981,,"xxu",,"Fiction|Magic|Fantasy fiction, American","NotFiction","The Magic may return"
"wu.89010284032",8368455,8041065,,"taggedfantasy","Stucker, Darren Michael.",,"c1981.",1981,,"xx ",,"Fantasy in literature|System 3 design (Video program)|Mass media|Media Education|Dissertations, Academic|Stucker, Darren Michael|Persuasion (Psychology)|Opening of winery one|Meeting nature's challenge (Film)","NotFiction|Bibliographies","Persuasive media communication through appeal to fantasy"
"uc1.32106007514398",7118272,7991324,,"fuzzymatch","Andersen, H. C. (Hans Christian),","1805-1875.","Harmondsworth, Middlesex|Penguin Books|1981.",1981,,"enk",,"Fairy tales|Denmark","NotFiction","Hans Andersen's fairy tales"
"pst.000011360476",12265506,13963951,,"oclcid",,,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,,"xx ",,"Short stories","NotFiction","Demons and daggers"
"pst.000012778010",12276253,7699722,,"fuzzymatch","Bradley, Marion Zimmer.",,"New York, N.Y.|Ballantine Books|1981.",1981,,"xx ",,,"NotFiction","The house between the worlds"
"mdp.39015062420362",5093582,7575056,"PS648.S3M6","taggedfantasy",,,"Garden City, N.Y.|Doubleday|1981.",1981,,"nyu",,"Fiction|Jewish authors|Jews|Jewish fiction|Science fiction, American|Fantasy fiction, American","Fiction","More wandering stars : | an anthology of Jewish fantasy and science fiction"
"mdp.39015008740014",227813,7739304,"PC839.E38A2 1981","taggedfantasy","Eliade, Mircea,","1907-1986.","Philadelphia|Westminster Press|c1981.",1981,,"pau",,"Fantasy fiction, Romanian|Fiction|Translations into English|Paranormal fiction","NotFiction","Tales of the sacred and the supernatural/ | $c: by Mircea Eliade."
"mdp.39015006579224",285325,9958761,,"fuzzymatch","Crowley, John,","1942-","Toronto|New York|Bantam Books|c1983, c1981.",1981,,"onc",,,"Fiction","Little, big"
"mdp.39015063084688",5407411,7197767,"PN6120.95.F25T7","taggedfantasy",,,"New York|Avenel Books|distributed by Crown Publishers|c1981.",1981,,"nyu",,"Fiction|Heroes|Fantasy fiction","Fiction","A Treasury of fantasy : | heroic adventures in imaginary lands"
"mdp.39015056817664",3851406,52639989,,"taggedfantasy","Elgin, Suzette Haden.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,,"nyu",,"Fantasy fiction, American","Fiction","The Ozark trilogy"
"mdp.39015073814405",5675013,42983253,,"taggedfantasy",,,"Garden City, N.Y.|Nelson Doubleday|1982?], c1981.",1981,,"nyu",,"Fiction|Thieves|Fantasy fiction, American|Cities and towns|Sanctuary (Imaginary place)","Short stories|Fantasy fiction","Sanctuary"
"uc1.b4938298",9494415,10780994,,"taggedfantasy","Haggard, H. Rider (Henry Rider),","1856-1925.","London|Michael Joseph|1981.",1981,,"enk",,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English","NotFiction|Bibliographies","The best short stories of Rider Haggard"
"mdp.49015000496233",4431684,8001150,"PS648.F3D68","taggedfantasy",,,"New York, N.Y.|Ace Books|c1981.",1981,,"nyu",,"Fiction|Dragons|Fantasy fiction, American","Fiction","Dragons of darkness"
"mdp.39015063175973",5212668,7636799,,"taggedfantasy","Smith, Clark Ashton,","1893-1961.","New York|Pocket Books|1981.",1981,,"nyu",,"Fantasy fiction, American","Short stories","The city of the singing flame"
"pst.000012778775",12276260,8698811,,"fuzzymatch","Cook, Glen.",,"New York|Pocket Books|1982.",1982,,"xx ",,,"NotFiction","The swordbearer"
"mdp.39015008817135",763276,7925628,"PS3558.O3447W47 1982","fuzzymatch","Hoffman, Alice.",,"New York|Putnam|c1982.",1982,,"nyu",,,"Fiction","White horses"
"mdp.39015046340124",204851,9525322,,"taggedfantasy","Moore, C. L. (Catherine Lucile),","1911-1987.","New York|Ace Books|1982, c1977.",1982,,"nyu",,"Fantasy fiction","Fiction","Jirel of Joiry"
"mdp.39015014154846",764341,8153072,,"fuzzymatch","Silverberg, Robert.",,"New York|Arbor House|c1982.",1982,,"nyu",,,"Fiction","Majipoor chronicles : | a novel"
"uc1.b3558403",4905195,8979303,"PT5525.E5N4 1982","taggedfantasy",,,"Merrick, N.Y.|Cross-Cultural Communications|1982.",1982,,"nyu",,"20th century|Flemish fiction|Fantasy fiction, Flemish|Dutch fiction|Translations into English|Fantasy fiction, Dutch|Science fiction, Flemish|Science fiction, Dutch","Short stories|ContainsBiogMaterial","New worlds from the Lowlands : | fantasy and science fiction of Dutch and Flemish writers"
"mdp.39015008175815",123141,8509817,,"fuzzymatch","McCaffrey, Anne.",,"Garden City, N.Y.|Doubleday|1982.",1982,,"nyu",,,"Fiction","Crystal singer"
"uc1.32106006529629",7117405,8475428,,"fuzzymatch","Martin, George R. R.",,"New York|Poseidon Press|c1982.",1982,,"nyu",,,"Fiction","Fevre dream"
"uc1.b4439246",9517563,7876002,,"fuzzymatch","Donaldson, Stephen R.",,"New York|Ballantine Books|1982.",1982,,"nyu",,"Covenant, Thomas (Fictitious character)|Fiction","Fiction","The one tree"
"pst.000023121232",9814184,7947636,"PS3551.N73J8 1982","fuzzymatch","Anthony, Piers.",,"New York|Ballantine Books|1982.",1982,,"xxu",,,"NotFiction","Juxtaposition"
"uc1.b4420624",6237532,8194720,,"fuzzymatch","Miller, Calvin.",,"San Francisco|Harper & Row|c1982.",1982,,"cau",,,"Fiction","Guardians of the Singreale"
"mdp.39015004984947",192763,8825918,"PS3555.L62S7 1982","taggedfantasy","Ellison, Harlan.",,"Huntington Woods, Mich.|Phantasia Press|1982.",1982,,"miu",,"Horror tales, American|Fantasy fiction, American","Fiction","Stalking the nightmare"
"mdp.39015010299793",111649,8094307,,"fuzzymatch","Goldstein, Lisa.",,"New York|Pocket Books|c1982.",1982,,"nyu",,,"Fiction","The red magician"
"mdp.39015008470554",204493,60074164,,"fuzzymatch","Herbert, Frank.",,"New York|Berkley Books|1982 printing, c1968.",1982,,"nyu",,,"Fiction","The Santaroga barrier"
"mdp.39015058695399",3898055,10155759,,"oclcid","Cherryh, C. J.",,"Garden City, New York|Nelson Doubleday|c1983.",1983,,"nyu",,,"Novel","Arafel's Saga"
"pst.000060377579",7491878,12295897,,"oclcid","Eddings, David.",,"New York|Nelson Doubleday|c1983.",1983,,"xx ",,,"NotFiction","The belgariad. | $c: David Eddings. | $n: Part one /"
"uc1.32106006725334",7118121,9576289,,"taggedfantasy","Yolen, Jane.",,"New York|Schocken Books|1983.",1983,,"nyu",,"Fantasy fiction, American","Fiction","Tales of wonder"
