docid,recordid,oclc,locnum,includedbc,author,authordate,imprint,inferreddate,place,enumcron,subjects,genres,title
mdp.39015032929377,002855756,26483646,,taggedfantasy,,,"Fredonia, N.Y.|White Pine Press|1992.",1992,nyu,,"Fantasy fiction, Chilean|Women authors|Fantasy fiction, Argentine|20th century|Argentine fiction|Chilean fiction|Translations into English",Bibliographies|Fiction,Secret weavers : | stories of the fantastic by women writers of Argentina and Chile
pst.000049194265,007068452,3810819,,taggedfantasy,"Fleming, Ian,",1908-1964.,"New York|Scholastic Book Services|1969], c1964.",1964,nyu,,Fantasy|Automobiles|Juvenile fiction,Fiction,Chitty chitty bang bang
inu.30000007194081,007567059,240119,PQ1685.E5U7 1970,taggedfantasy,"Rabelais, François,",ca. 1490-1553?,London|Fraser Press|1970.,1970,enk,,"Gargantua (Legendary character)|Translations into English|Giants|Fantasy fiction, French|Fiction",NotFiction,"Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux."
mdp.39015005122851,001021470,413595,PZ4.C5559Po,fuzzymatch,"Christopher, John,",1922-2012.,New York|Macmillan|1968,1968,nyu,,,Fiction,The pool of fire.
wu.89010284032,008368455,8041065,,taggedfantasy,"Stucker, Darren Michael.",,c1981.,1981,xx ,,"Fantasy in literature|System 3 design (Video program)|Mass media|Media Education|Dissertations, Academic|Stucker, Darren Michael|Persuasion (Psychology)|Opening of winery one|Meeting nature's challenge (Film)",NotFiction|Bibliographies,Persuasive media communication through appeal to fantasy
uc1.b4099022,006153708,17538892,,fuzzymatch,"Lofting, Hugh,",1886-1947.,Philadelphia|New York|J. B. Lippincott|c1948,1948,pau,,,NotFiction,"The story of Doctor Dolittle, | being the history of his peculiar life at home and astonishing adventures in foreign parts. Never before printed. | $c: Told by Hugh Lofting, illustrated by the author."
mdp.39015058135214,004362081,54884542,PZ3.M99075Si,taggedfantasy,"Myers, John Myers,",1906-,"Farmingham, MA|NESFA Press|c2004.",2004,mau,,"Fiction|1906-|Magic|Dictionaries, indexes, etc|Myers, John Myers|History and criticism|Science fiction, American|Imaginary places|Dictionaries|Science fiction, American, English|Fantasy fiction, American",Fiction|Bibliographies,Silverlock : | including The Silverlock companion
mdp.39015013272789,000922064,13333538,PS648.F3A47 1986,taggedfantasy,,,New York|Garland Pub.|1986.,1986,nyu,,"Fantasy fiction, American|Historical fiction",Fiction|Bibliographies,Alternative histories : | eleven stories of the world as it might have been
pst.000029835751,007039425,152403741,,fuzzymatch,"Brontë, Charlotte,",1816-1855.,London|Dent|New York|Dutton|1955].,1955,xx ,,,NotFiction,The professor
mdp.39015024076518,001025151,362023,,fuzzymatch,"Colum, Padraic,",1881-1972.,New York|Macmillan|1966.,1966,nyu,,Fairy tales,NotFiction,The boy apprenticed to an enchanter
mdp.39015055899937,004290844,49584102,PQ6256.F35S76 2002,taggedfantasy,,,"Lewisburg [Pa.|Bucknell University Press|London|Cranbury, NJ|Associated University Presses|c2002.",2002,pau,,"19th century|Spanish fiction|Fantasy fiction, Spanish|Short stories, Spanish",Fiction|Bibliographies,Stories of enchantment from nineteenth-century Spain
uc1.32106014483108,007133587,26386742,,fuzzymatch,"Leiber, Fritz,",1910-1992,S.l.|s.n.|19--,0,nyu,,"Science fiction, American",NotFiction,The big time
uc1.b3435511,006294372,468531,PZ7.C457Po,fuzzymatch,"Christopher, John,",1922-,London|H. Hamilton|1968.,1968,enk,,,Fiction,The pool of fire.
mdp.39015008808423,000328376,11370213,PS3523.E4583G45 1984,taggedfantasy,"Leiber, Fritz,",1910-1992.,New York|Berkley Books|1984.,1984,nyu,,"Biography|Leiber, Fritz|Fantasy fiction, American|Authors, American|1910-1992|20th century",Fiction,The ghost light
mdp.39015020711951,002212483,16833748,PS3553.A7646B6 1988,oclcid,"Carroll, Jonathan,",1949-,"New York|Arbor House|1988, c1987.",1988,nyu,,,Fiction,Bones of the moon
mdp.39015038429851,003034811,32859346,PS3551.S5M27 1996,taggedfantasy,"Asimov, Isaac,",1920-1992.,New York|HarperPrism|1996.,1996,nyu,,"Fantasy fiction|Authorship|Fantasy fiction, American",Fiction,Magic : | the final fantasy collection
mdp.39015011560060,000764764,7175921,PQ7798.26.U4T713 1981,fuzzymatch,"Puig, Manuel.",,"New York|Vintage Books|1981, c1971.",1981,nyu,,,Fiction,Betrayed by Rita Hayworth
mdp.39015020715614,001053360,159335,PZ4.P9786BePQ7798.26.U4,fuzzymatch,"Puig, Manuel.",,New York|Dutton|1971.,1971,nyu,,,Fiction,Betrayed by Rita Hayworth. | $c: Translated by Suzanne Jill Levine.
mdp.39015032536370,002876222,6762586,PR4611.H8 1981,fuzzymatch,"Carroll, Lewis,",1832-1898.,New York City|Mayflower Books|1980.,1980,nyu,,,Fiction,The hunting of the snark : | an agony in eight fits
wu.89044528099,007460117,25131440,PQ2469.V75E5 1992,fuzzymatch,"Verne, Jules.",1828-1905.,Oxford|New York|Oxford University Press|1992.,1992,enk,,,Bibliographies|Fiction,Journey to the centre of the earth
wu.89014596910,008454976,16162781,PQ7798.26.U4T713 1987,fuzzymatch,"Puig, Manuel.",,"New York|Dutton|1987, c1971.",1987,nyu,,,Fiction,Betrayed by Rita Hayworth
mdp.39015079156637,005937586,223957681,PQ2469.V75E5 2008b,fuzzymatch,"Verne, Jules,",1828-1905.,Oxford|New York|Oxford University Press|2008,2008,enk,,"Fiction|Voyages, Imaginary",Fiction|Bibliographies|Science fiction|Adventure stories,Journey to the centre of the earth
mdp.39015066031439,003002835,32889734,,taggedfantasy,"Eddings, David.",,New York|Ballantine Books|c1995.,1995,nyu,,"Fantasy fiction, American",Fiction|Fantastic fiction,Belgarath the sorcerer
mdp.39015045682393,003987495,38039684,PJ5191.E1K87 1998,taggedfantasy,"Kushner, Tony.",,New York|Theatre Communications Group|1998.,1998,nyu,,"Translations into English|Fantasy fiction, Yiddish|Yiddish literature",Fiction,"A dybbuk ; | and, The dybbuk melody and other themes and variations"
inu.30000060670829,003987495,38039684,PJ5191.E1K87 1998,taggedfantasy,"Kushner, Tony.",,New York|Theatre Communications Group|1998.,1998,nyu,,"Translations into English|Fantasy fiction, Yiddish|Yiddish literature",Fiction,"A dybbuk ; | and, The dybbuk melody and other themes and variations"
mdp.39015002755190,001911361,29441,,fuzzymatch,"Saxton, Mark.",,Boston|Houghton Mifflin|1969.,1969,mau,,,UnknownGenre,"The Islar, a narrative of Lang III."
uc1.b3727832,001911361,29441,,fuzzymatch,"Saxton, Mark.",,Boston|Houghton Mifflin|1969.,1969,mau,,,UnknownGenre,"The Islar, a narrative of Lang III."
mdp.39015061190040,005059459,57352829,PS3552.E538447W55 2005,taggedfantasy,"Bender, Aimee.",,New York|Doubleday|2005.,2005,nyu,,"Fantasy fiction, American",Short stories,Willful creatures : | stories
mdp.39015043788861,004025367,39443118,,taggedfantasy,"Winterson, Jeanette,",1959-,London|Jonathan Cape|1998.,1998,enk,,"Fantasy fiction, English",Fiction,The world and other places
mdp.39015019436750,002448257,22508064,PS3573.A4228N54 1990,taggedfantasy,"Waldrop, Howard.",,"Kansas City, Mo.|Ursus Imprints|Shingletown, CA|M.V. Ziesing|1990.",1990,mou,,"Fantasy fiction, American",Fiction,Night of the cooters : | more neat stories
mdp.39015010738097,000287914,10523661,,oclcid,"Wibberley, Leonard,",1915-1983.,"Toronto|New York|Bantam Books|1971, c1962.",1971,nyu,,,Fiction,The mouse on the moon
mdp.39015046459510,001030542,295107,PZ3.H4525Jo4,fuzzymatch,"Hesse, Hermann,",1877-1962.,"New York|Farrar, Straus & Giroux|1968, c1956",1968,nyu,,,Fiction,The journey to the East. | $c: Translated by Hilda Rosner.
pst.000032975123,012274315,19805067,PZ7.F5997Ch 1989,taggedfantasy,"Fleming, Ian,",1908-1964.,"New York|Knopf|1989], c1964.",1989,xx ,,Automobiles|Fantasy fiction|Juvenile fiction,NotFiction,Chitty Chitty Bang Bang :  | the magical car
pst.000023842687,007497184,2899642,PZ7.P6335Wg3x,taggedfantasy,"Pinkwater, Daniel Manus,",1941-,"New York|Dell|1976], c1975.",1976,xxu,P585wing 1976,Fantasy|Schools|New York (State)|New York|Fiction|Chinese,NotFiction,Wingman
mdp.39015005058410,001209818,3066743,PZ3.H4525Jo,fuzzymatch,"Hesse, Hermann,",1877-1962.,London|P. Owen|1956,1956,enk,,,NotFiction,The journey to the East.
uc1.b4384844,009512189,762413,,taggedfantasy,"Keller, David Henry,",1880-1966.,"Westport, Conn.|Hyperion Press|1974",1974,   ,,"Science fiction, American|Horror tales, American|Fantasy fiction, American",NotFiction,"Life everlasting and other tales of science, fantasy, and horror. | $c: Edited and with a critical and biographical introd. by Sam Moskowitz."
uc1.32106018321460,007116116,6221778,,fuzzymatch,"Carroll, Jonathan,",1949-,New York|Viking Press|1980.,1980,nyu,,Biographers|Fiction|Children's stories|Authorship|Biography as a literary form,Fiction,The land of laughs
pst.000066587620,012275301,320491216,PR6057.A319.A27 2006,fuzzymatch,"Gaiman, Neil.",,"New York, N.Y.|DC Comics|c2006-c2008.",2006,nyu,v.4,"Comic books, strips, etc|Sandman (Fictitious character)",Graphic novels|Fiction,The absolute Sandman
inu.30000077954893,007979418,37631174,PL248.P34Y4613 1998,fuzzymatch,"Pamuk, Orhan,",1952-,New York|Vintage Books|1998.,1998,nyu,,,NotFiction,The new life : | a novel
mdp.39015062083913,002233384,21333332,PS3572.O5H6 1990,fuzzymatch,"Vonnegut, Kurt.",,New York|Putnam's|c1990.,1990,nyu,,"Fiction|Vietnam War, 1961-1975",Fiction,Hocus pocus
mdp.39015019651440,002435144,14970733,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"Toronto|New York|Bantam Books|1986, c1985.",1986,onc,,,Fiction,Always coming home
mdp.49015000991225,004481817,12081623,PR6023.E926B6 1985,taggedfantasy,"Lewis, C. S. (Clive Staples),",1898-1963.,"San Diego, CA|Harcourt Brace Jovanovich|1985.",1985,cau,,"Fiction|Fantasy fiction, English|Animals|Children's writings|Children's writings, English|Fantasy|Short stories",Fiction,Boxen : | the imaginary world of the young C.S. Lewis
pst.000033357485,007051799,40054288,,taggedfantasy,"Brown, Steve C.",,"Stone Mtn., GA|White Wolf Game Studio|c1997.",1997,xx ,,Fantasy games|Vampire (Game),NotFiction,Dirty secrets of the Black hand : | the calm of desperation
uc1.32106001557054,006931095,98200,,taggedfantasy,"Eliade, Mircea,",1907-1986,New York|Herder and Herder|1970,1970,nyu,,"Fiction|Translations into English|Fantasy fiction, Romanian|Occult fiction",Fiction,Two tales of the occult. | $c: Translated from the Rumanian by William Ames Coates.
inu.39000005898320,006931095,98200,,taggedfantasy,"Eliade, Mircea,",1907-1986,New York|Herder and Herder|1970,1970,nyu,,"Fiction|Translations into English|Fantasy fiction, Romanian|Occult fiction",Fiction,Two tales of the occult. | $c: Translated from the Rumanian by William Ames Coates.
inu.30000005036151,007587264,15170872,,taggedfantasy,"Bannerman, Helen,",1862-1946.,London|Chatto & Windus|1966.,1966,enk,,Fantasy,Fiction,The story of Little White Squibba
mdp.39015078566851,1424253,15354258,,fuzzymatch,"Swift, Jonathan,",,London and;New York;J. Lane;1900.,1900,enk,,,,Gulliver's travels
mdp.39015001797946,3912340,6663515,PZ3.G7626G,fuzzymatch,"Grahame, Kenneth,",,Chicago;Stone & Kimball;1895.,1895,ilu,,,,The golden age
nyp.33433074930078,8664224,2368582,,fuzzymatch,"Bront??, Charlotte,",,"London;Smith, Elder, and Co.;1889.",1889,xx ,,English fiction,,The professor;
mdp.39015078566182,1424168,62112416,,fuzzymatch,"Swift, Jonathan,",,London;New York [etc.;T. Nelson and sons;1892.,1892,enk,,,,Gulliver's travels into several remote nations of the world
mdp.39015018287048,419166,3736596,PZ8.S25Roo,fuzzymatch,"Sandburg, Carl,",,"New York;Harcourt, Brace;c1922;(Rahway, N.J.;Quinn & Boden Company)",1922,nyu,,"Children's stories, American",,Rootabaga stories
uc1.b4099023,1021531,301968,PZ7.L827St,fuzzymatch,"Lofting, Hugh,",,New York;Frederick A. Stokes company;1920.,1920,nyu,,,,"The story of Doctor Dolittle, being the history of his peculiar life at home and astonishing adventures in foreign parts"
mdp.39015078566067,1022863,5763349,PZ3.S9765G17,fuzzymatch,"Swift, Jonathan,",,"Boston, London [etc.;Ginn & company;1886.",1886,mau,,,,Gulliver's travels
uc2.ark+=13960=t26970r57,9261303,1377799,,oclcid,"Baum, L. Frank",,Chicago;Reilly & Britton;c1906,1906,ilu,,,,John Dough and the cherub
uc1.b287411,6525949,1249816,PZ3.F455L 2,fuzzymatch,"Field, Eugene,",,New York;C. Scribner's Sons;1895.,1895,nyu,,,,A little book of profitable tales
mdp.39015078565903,1423810,33191567,,oclcid,"Swift, Jonathan,",,Glasgow;J. Lumsden & son;1814.,1814,stk,,,,The adventures of Captain Gulliver in a voyage to Lilliput
uva.x000885514,9789429,3265761,PZ3.B479C2,fuzzymatch,"Bierce, Ambrose,",,Washington;The Neale Publishing Company;1903.,1903,dcu,,,,Can such things be?
nyp.33433074816608,8660755,11198587,,oclcid,"Bangs, John Kendrick,",,"New York;London;Harper & brothers;1900, c1899.",1899,nyu,,,,The enchanted typewriter
mdp.39015018287063,1909915,2274716,,fuzzymatch,"Carroll, Lewis,",,Philadelphia;H. Altemus;c1897,1897,pau,,,,Through the looking-glass and what Alice found there
mdp.39015078566612,1424354,28317549,,fuzzymatch,"Swift, Jonathan,",,London;J.M. Dent & sons ltd.;New York;E.P. Dutton & co.;1912,1912,enk,,,,Gulliver's travels
nyp.33433076068869,8689821,17792451,,fuzzymatch,"Gates, Eleanor,",,New York;Grosset & Dunlap;c1912.,1912,nyu,,American fiction,,The poor little rich girl
mdp.39015033584551,245013,9054234,PZ8.1.G948Br,fuzzymatch,"Guiney, Louise Imogen,",,Boston;D. Lothrop company;c1888,1888,mau,,,,Brownies and bogles
mdp.39015078565861,1423849,67414334,,fuzzymatch,"Swift, Jonathan,",,London;Jones & company;1828.,1828,enk,,,,Gulliver's travels into several remote nations of the world
uva.x000241492,9784707,1621846,,fuzzymatch,"Verne, Jules,",,Philadelphia;Porter & Coates;1873,1873,xx ,,,,Around the world in eighty days
uc1.31158002048287,7667111,2040520,,fuzzymatch,"Merritt, Abraham,",,New York;Liveright Pub. Corp.;c1919.,1919,nyu,,,,The moon pool
mdp.39015088612471,9656217,11664505,PZ8.L28P7,fuzzymatch,"Lang, Andrew,",,New York;Thomas Y. Crowell & Co.;c1901.,1901,nyu,,Scotland;Fairy tales;Short stories,,Prince Prigio
nyp.33433075771133,8670718,13141960,,taggedfantasy,,,"Chicago;Rand, McNally;1904.",1904,ilu,,"Fantasy fiction, American",,Munchausen XX
mdp.39015078565721,1423824,67414324,,fuzzymatch,"Swift, Jonathan,",,London;Printed for J.F. Dove;182-,1820,enk,,,,Gulliver's travels into several remote nations of the world
njp.32101013998032,8884394,5655591,,fuzzymatch,"Ritchie, Anne Thackeray,",,New York;Harper;1875.,1875,nyu,,,,"Bluebeard's keys, and other stories"
uc2.ark+=13960=t6c24rn6k,7666137,22397624,,fuzzymatch,"Lucas, John Templeton.",,London;Warne;1871,1871,enk,,,,Prince Ubbely Bubble's new story book
nyp.33433075767214,8667434,6048622,PZ3.W547M,fuzzymatch,"Weyman, Stanley John,",,New York;Cassell;1894.,1894,nyu,,,,The man in black
uc1.32106006465717,7115171,8881659,,fuzzymatch,"Carroll, Lewis,",,New York;Modern Library;192-,1920,   ,,,,Alice's adventures in Wonderland
uc2.ark+=13960=fk3513v24b,630217,169482,PZ3.L846B2,fuzzymatch,"London, Jack,",,New York;London;The Macmillan company;1907.,1907,nyu,,,,Before Adam
mdp.39015078566646,1424338,3050082,,fuzzymatch,"Swift, Jonathan,",,"Chicago;New York;Rand, McNally & company;c1912",1912,ilu,,,,Gulliver's travels
nc01.ark+=13960=t59c8037h,12189283,4635066,,fuzzymatch,"Carroll, Lewis,",,Chicago;Homewood Pub. Co.;c1902.,1902,ilu,,,,Through the looking glass
coo.31924060276999,1775235,3851639,,fuzzymatch,"Swift, Jonathan,",,London;J. M. Dent & co.;New York;E. P. Dutton & co.;1912,1912,enk,,,,Gulliver's travels
njp.32101068596517,8973391,10597294,,fuzzymatch,"Burroughs, Edgar Rice,",,New York;Grosset & Dunlap;c1920.,1920,nyu,,,,Tarzan the untamed
mdp.39015007017711,392080,3405976,,fuzzymatch,"Bront??, Charlotte,",,"London;Toronto;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1922.",1922,enk,,,,The professor
nyp.33433074875372,8666116,13311464,,oclcid,"Lytton, Edward Robert Bulwer Lytton,",,London;Chapman;1863.,1863,enk,v. 1,English fiction,,The ring of Amasis
uc2.ark+=13960=t4sj1b32c,7667111,2040520,,fuzzymatch,"Merritt, Abraham,",,New York;Liveright Pub. Corp.;c1919.,1919,nyu,,,,The moon pool
uc2.ark+=13960=t2599zm8x,6529171,2470703,PZ7.C42P,fuzzymatch,"Cherubini, E.",,Boston;New York [etc.;Ginn and Company;c1911,1911,mau,,,,Pinocchio in Africa
njp.32101017398486,8884936,362104,,fuzzymatch,"Grahame, Kenneth,",,New York and London;J. Lane;1906 [c1905,1906,xx ,,,,The golden age
uc1.b4098570,6153421,20616394,,oclcid,"Molesworth,",,New York;Macmillan;1893.,1893,nyu,,,,"Four winds farm ; and, The children of the castle"
mdp.39015063940210,285417,1836446,,fuzzymatch,"De Morgan, William,",,London;Heinemann;1911.,1911,enk,,,,A likely story
mdp.39015078566240,1022864,6569277,PZ3.S9765G21,fuzzymatch,"Swift, Jonathan,",,"Boston;New York [etc.;Houghton, Mifflin and company;c1896",1896,mau,,,,Gulliver's travels;
mdp.39015066637433,1417627,23468897,,fuzzymatch,"MacDonald, George,",,Philadelphia;J.B. Lippincott;190?,1900,pau,,,,The princess and the goblin
nyp.33433082548318,8654750,3129742,PR4726.G6 1896,fuzzymatch,"Grahame, Kenneth,",,Chicago;Stone & Kimball;London;John Lane;1896.,1896,ilu,,,,The golden age
uc2.ark+=13960=t81j9jf72,6738571,1571732,PR6005.O38B7 1920,oclcid,"Colum, Padraic,",,New York;The Macmillan Company;1920.,1920,nyu,,,,The boy apprenticed to an enchanter
uva.x001307879,1021531,301968,PZ7.L827St,fuzzymatch,"Lofting, Hugh,",,New York;Frederick A. Stokes company;1920.,1920,nyu,,,,"The story of Doctor Dolittle, being the history of his peculiar life at home and astonishing adventures in foreign parts"
nyp.33433074939723,8664055,2016496,,taggedfantasy,"Besant, Walter,",,New York;Harper;1888.,1888,nyu,,"Fantasy fiction, English",,The inner house
mdp.39076005077263,9927935,12593529,,fuzzymatch,"Carroll, Lewis,",,Philadelphia;Rodgers;190-?,1900,pau,,,,Through the looking-glass
njp.32101066164813,8926195,13436429,,oclcid,"Blackwood, Algernon,",,London;Macmillan;1919.,1919,enk,,,,Pan's garden;
mdp.39015078566539,1022870,3296840,PZ3.S9765G102,fuzzymatch,"Swift, Jonathan,",,New York;The Macmillan company;1917.,1917,nyu,,"1881-1972;Colum, Padraic;ed",,Gulliver's travels
mdp.39015009353445,3919373,3798894,,fuzzymatch,"Swift, Jonathan,",,Philadelphia;London;J. B. Lippincott conmpany;c1918,1918,pau,,,,Gulliver's travels;
uva.x000094791,9793904,4066568,,fuzzymatch,"Bront??, Charlotte,",,Edinburgh;J. Grant;1907.,1907,en ,,,,The professor
mdp.39015078566075,1424094,3820159,,fuzzymatch,"Swift, Jonathan,",,London;J.C. Nimmo;1886.,1886,enk,,,,"Travels into several remote nations of the world by Lemuel Gulliver, first a surgeon and then a captain of several ships"
nyp.33433074930060,1023200,637629,PZ3.B790P2,fuzzymatch,"Bront??, Charlotte,",,New York;Harper;1857.,1857,nyu,,,,The professor
uva.x000307850,9776506,4471331,PZ8.D666Th8b,fuzzymatch,"Carroll, Lewis,",,"New York;The Macmillan company;London;Macmillan & co., ltd.;1899.",1899,nyu,,,,Through the looking-glass and what Alice found there
uc1.b3595161,630217,169482,PZ3.L846B2,fuzzymatch,"London, Jack,",,New York;London;The Macmillan company;1907.,1907,nyu,copy 3,,,Before Adam
mdp.39015049208302,1368180,3974824,,fuzzymatch,"Cervantes Saavedra, Miguel de,",,New York;Thomas Y. Crowell company;1906,1906,nyu,v.2,,,Don Quixote of La Mancha
uc1.32106001922290,5144457,945091,PZ3.B277Li,taggedfantasy,"Barrie, J. M.",,New York;Charles Scribner's Sons;MDCCCCII [1902,1902,nyu,,"Kensington Gardens (London, England);Fantasy;Juvenile fiction;Children's literature, English",,"The little white bird; or, Adventures in Kensington gardens"
mdp.39015078565911,1423838,53188073,,fuzzymatch,"Swift, Jonathan,",,London;Jones & company;1826.,1826,enk,,,,Gulliver's travels
nyp.33433076059793,8663943,37148441,,fuzzymatch,"Pyle, Howard,",,New York;C. Scribner's Sons;1922.,1922,nyu,,,,The garden behind the moon;
mdp.39076002629850,9929966,8120172,,taggedfantasy,"Hall, Edith King.",,New York;A.L. Burt;1900?,1900,nyu,,Juvenile fiction;Fantasy fiction,,Adventures in Toyland
pst.000045747595,7049003,6254685,,fuzzymatch,"Richards, Laura Elizabeth Howe,",,Boston;Roberts Brothers;c1887].,1887,xx ,,,,Toto's merry winter
mdp.39015074393052,5845114,40392578,,fuzzymatch,"Grahame, Kenneth,",,New York [N.Y.;Charles Scribner's Sons;1920.,1920,nyu,,,,The wind in the willows
mdp.39015063921244,321824,8617668,,fuzzymatch,"Leland, Charles Godfrey,",,London;Macmillan & co.;1877.,1877,enk,,,,Johnnykin and the goblins
mdp.39015013426542,1022869,15688071,PZ3.S9765G98,fuzzymatch,"Swift, Jonathan,",,New York;Cincinnati [etc.;American book company;c1914,1914,nyu,,,,Gulliver's travels
nyp.33433034410229,8609122,12659347,,fuzzymatch,"Corelli, Marie,",,London;Richard Bentley & Son;1890.,1890,enk,,English fiction,,"Ardath, the story of a dead self"
nyp.33433074806260,8663941,37148424,,fuzzymatch,"Pyle, Howard,",,New York;C. Scribner's Sons;1920.,1920,nyu,,,,The garden behind the moon
mdp.39015008456348,1194658,3841246,PZ7.S979Gu 1919,fuzzymatch,"Swift, Jonathan,",,London;Harrap;1919.,1919,enk,,,,Gulliver's travels
uc1.b3810768,10163477,,,fuzzymatch,"Blackwood, Algernon,",,New York;The Macmillan company;1913.,1913,nyu,,,,"A prisoner in fairyland (the book that ""Uncle Paul"" wrote)"
uc2.ark+=13960=t5q817t6c,7679088,20175236,,oclcid,"Corkran, Alice",,New York;A.L. Burt;1896,1896,nyu,,,,"Down the snow stairs, or, From good-night to good-morning"
nyp.33433082529854,8654409,23176648,PZ8.D666Th 18,fuzzymatch,"Carroll, Lewis,",,"Chicago;New York, etc.;Rand, McNally & Company;c1917",1917,ilu,,,,"Through the looking-glass, and what Alice found there"
uc1.b3187085,6119432,1802866,,fuzzymatch,"Burroughs, Edgar Rice,",,New York;Ace Books;1914.,1914,nyu,,,,At the earth's core
uc2.ark+=13960=t3vt1mg2q,7694337,30765083,,fuzzymatch,"Grahame, Kenneth,",,New York;J. Lane;1898 [c1897,1898,nyu,,,,The golden age
uc2.ark+=13960=t82j68r7z,7681086,363110606,,fuzzymatch,"Kip, Leonard,",,Albany;The Argus Co.;1878.,1873,xx ,,,,Hannibal's man
uva.x002173611,9793681,6567675,PZ3.B790P,fuzzymatch,"Bront??, Charlotte,",,Boston;Estes and Lauriat;c1891,1891,mau,,,,The professor
nyp.33433074878335,8665658,9123538,,taggedfantasy,"Le Queux, William,",,New York;Frederick A. Stokes;c1895,1895,nyu,,"Fantasy fiction, English",,Stolen souls
nyp.33433076064223,8690191,14443593,,oclcid,"Hopper, James Marie,",,"New York;Moffat, Yard and Company;1909.",1909,nyu,,,,The trimming of Goosie
uc2.ark+=13960=t9474806n,9262508,14580289,,oclcid,"Van der Naillen, A.",,San Francisco;W. Doxey;1896 [c1895,1896,cau,,,,In the sanctuary
njp.32101068603685,8973718,22840017,,fuzzymatch,"Stephens, James,",,"New York;The Macmillan Company;1923, c1922.",1922,nyu,,,,The crock of gold
nyp.33433082333174,8689287,13766578,,oclcid,"Jenks, Tudor,",,Boston;Hall and Locke Company;c1902,1902,mau,,Children's stories,,Tales of fantasy
mdp.39015078566273,1424195,8982571,,fuzzymatch,"Swift, Jonathan,",,Philadelphia;H. Altemus;c1899.,1899,pau,,,,Gulliver's travels into some remote regions of the world
uc2.ark+=13960=t3125zp7f,591406,236439,PZ3.K629Ac,fuzzymatch,"Kipling, Rudyard,",,"New York;Doubleday, Page & company;1909.",1909,nyu,,,,Actions and reactions
mdp.39015078566125,1424073,6189320,,fuzzymatch,"Swift, Jonathan,",,London;New York;G. Routledge and sons;1882.,1882,enk,,,,Gulliver's travels into several remote regions of the world
uc2.ark+=13960=t26972s41,536321,556514,,fuzzymatch,"Kipling, Rudyard,",,"London;Macmillan and co., limited;1909.",1909,enk,,,,Actions and reactions
uc2.ark+=13960=t9z031r2b,7681446,2351759,,fuzzymatch,"MacDonald, George,",,Philadelphia;J. B. Lippincott;1883.,1832,pau,,,,The princess and Curdie
loc.ark+=13960=t8x92qh8h,6738571,1571732,PR6005.O38B7 1920,oclcid,"Colum, Padraic,",,New York;The Macmillan Company;1920.,1920,nyu,,,,The boy apprenticed to an enchanter
nc01.ark+=13960=t2f77dk20,12192690,4659000,,fuzzymatch,"Carroll, Lewis,",,London;Macmillan;c1904.,1904,enk,,,,The story of Sylvie and Bruno
mdp.39015047656502,1910215,2888919,,fuzzymatch,"Grahame, Kenneth,",,London;New York;J. Lane;1900 [1899,1900,enk,,,,The golden age
nyp.33433075752042,8667393,6563730,,fuzzymatch,"Stephens, James,",,"New York;Macmillan;1913, c1912.",1912,nyu,,,,The crock of gold
mdp.39015078566893,1424230,23456465,,fuzzymatch,"Swift, Jonathan,",,New York;A.L.Burt;190-,1900,nyu,,,,Gulliver's travels into several remote regions of the world
nnc1.cr00352934,8412806,82117052,,taggedfantasy,"Kingsley, Charles,",,New York;Hurst and Co.;1900?].,1900,nyu,,Chimney sweeps;Fairies;Juvenile fiction;Fantasy fiction,,The water-babies
uc2.ark+=13960=t1qf8nf37,6256483,,,taggedfantasy,,,"London;Swan, Sonnenschein & Co.;1889.",1889,enk,,"Short stories, French;Fantasy fiction",,The dead leman
mdp.39015078566190,1424111,37255850,,fuzzymatch,"Swift, Jonathan,",,New York;Worthington co.;1888.,1888,nyu,,,,Gulliver's travels into several remote regions of the world
mdp.39015024524566,392071,952134,PR4165.A2 1899 vol. 4,fuzzymatch,"Bront??, Charlotte,",,New York;London;Harper & brothers;1900.,1900,nyu,,,,The professor
inu.30000011866591,6061090,61661979,,fuzzymatch,"Weyman, Stanley John,",,"London;Smith, Elder & Co.;1911.",1911,enk,v.5,,,The man in black
mdp.49015001440602,4527441,9912979,,fuzzymatch,"Bront??, Charlotte,",,"London;Smith, Elder;1905.",1905,enk,,,,The professor
nyp.33433076080302,8659216,13688966,PZ3.H8345M2,taggedfantasy,"Howard, Maude Lesseur.",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,inu,,"Fantasy fiction, American",,Myriam and the mystic brotherhood
nyp.33433082529888,8691542,,,fuzzymatch,"Carroll, Lewis,",,Philadelphia;G.W. Jacobs;1912?,1912,pau,,,,"Alice's adventures in Wonderland ; and, Through the looking glass"
nyp.33433074850169,245278,3285318.0,PZ3.H123Mah,fuzzymatch,"Haggard, H. Rider",,New York;H. Holt and company;1911.,1911,nyu,,,,The mahatma and the hare;
nyp.33433074915343,907116,324489.0,,fuzzymatch,"Morris, William,",,"New York;London;Bombay;Longmans, Green, and Co.;1897.",1897,nyu,,,,The water of the Wondrous isles
